response_id,policy_id,insured_id,question_id,question_text,response_text,response_quality_label
QR-87868,POL-2020786,INS-10786,Q09,Describe critical system recovery time objectives (RTO) and recovery point objectives (RPO).,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-87869,POL-2020786,INS-10786,Q10,Describe your business continuity plan for ransomware scenarios.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-87870,POL-2020787,INS-10787,Q01,Describe your incident response plan and last test date.,We have an incident response plan document. The plan is reviewed annually. We have not conducted a formal tabletop exercise in the past 18 months.,low
QR-87871,POL-2020787,INS-10787,Q02,Describe your third-party vendor risk management program.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-87872,POL-2020787,INS-10787,Q03,Describe your data backup strategy and recovery testing cadence.,Daily backups are performed. Backup recovery is tested when needed. RTO targets are being developed.,low
QR-87873,POL-2020787,INS-10787,Q04,"Describe MFA coverage across users, systems, and privileged accounts.",MFA is deployed for administrators and remote access. Coverage for all users is in progress.,low
QR-87874,POL-2020787,INS-10787,Q05,Describe your endpoint detection and response (EDR) deployment.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-87875,POL-2020787,INS-10787,Q06,Describe your patch management process and timelines for critical patches.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-87876,POL-2020787,INS-10787,Q07,Describe network segmentation between corporate and production environments.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-87877,POL-2020787,INS-10787,Q08,Describe your security awareness training program.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-87878,POL-2020787,INS-10787,Q09,Describe critical system recovery time objectives (RTO) and recovery point objectives (RPO).,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-87879,POL-2020787,INS-10787,Q10,Describe your business continuity plan for ransomware scenarios.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-87880,POL-2020788,INS-10788,Q01,Describe your incident response plan and last test date.,We have an incident response plan that was last reviewed in October 2023. The plan covers major incident types. Tabletop exercises are conducted annually. We do not currently have an external IR retainer but have relationships with two firms.,medium
QR-87881,POL-2020788,INS-10788,Q02,Describe your third-party vendor risk management program.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-87882,POL-2020788,INS-10788,Q03,Describe your data backup strategy and recovery testing cadence.,Production systems are backed up nightly. Backups are stored in a separate region. We perform restoration testing approximately twice per year on select systems. Documented RTO targets exist for most tier-1 applications.,medium
QR-87883,POL-2020788,INS-10788,Q04,"Describe MFA coverage across users, systems, and privileged accounts.",MFA is deployed for approximately 85% of users. Administrative accounts require MFA. Some legacy applications do not yet support MFA and are being remediated as part of our 2024 roadmap.,medium
QR-87884,POL-2020788,INS-10788,Q05,Describe your endpoint detection and response (EDR) deployment.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-87885,POL-2020788,INS-10788,Q06,Describe your patch management process and timelines for critical patches.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-87886,POL-2020788,INS-10788,Q07,Describe network segmentation between corporate and production environments.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-87887,POL-2020788,INS-10788,Q08,Describe your security awareness training program.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-87888,POL-2020788,INS-10788,Q09,Describe critical system recovery time objectives (RTO) and recovery point objectives (RPO).,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-87889,POL-2020788,INS-10788,Q10,Describe your business continuity plan for ransomware scenarios.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-87890,POL-2020789,INS-10789,Q01,Describe your incident response plan and last test date.,We have an incident response plan document. The plan is reviewed annually. We have not conducted a formal tabletop exercise in the past 18 months.,low
QR-87891,POL-2020789,INS-10789,Q02,Describe your third-party vendor risk management program.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-87892,POL-2020789,INS-10789,Q03,Describe your data backup strategy and recovery testing cadence.,Daily backups are performed. Backup recovery is tested when needed. RTO targets are being developed.,low
QR-87893,POL-2020789,INS-10789,Q04,"Describe MFA coverage across users, systems, and privileged accounts.",MFA is deployed for administrators and remote access. Coverage for all users is in progress.,low
QR-87894,POL-2020789,INS-10789,Q05,Describe your endpoint detection and response (EDR) deployment.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-87895,POL-2020789,INS-10789,Q06,Describe your patch management process and timelines for critical patches.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-87896,POL-2020789,INS-10789,Q07,Describe network segmentation between corporate and production environments.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-87897,POL-2020789,INS-10789,Q08,Describe your security awareness training program.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-87898,POL-2020789,INS-10789,Q09,Describe critical system recovery time objectives (RTO) and recovery point objectives (RPO).,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-87899,POL-2020789,INS-10789,Q10,Describe your business continuity plan for ransomware scenarios.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-87900,POL-2020790,INS-10790,Q01,Describe your incident response plan and last test date.,"We maintain a formal incident response plan aligned with NIST SP 800-61. The plan was last tested via tabletop exercise on April 2023 with executive participation. We engage an external IR retainer with a 4-hour SLA. Playbooks exist for ransomware, BEC, and insider threat scenarios.",high
QR-87901,POL-2020790,INS-10790,Q02,Describe your third-party vendor risk management program.,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-87902,POL-2020790,INS-10790,Q03,Describe your data backup strategy and recovery testing cadence.,All production systems are backed up daily with immutable storage in a separate cloud account. Backups are encrypted with customer-managed keys. We test full restoration of tier-1 systems quarterly; last test completed December 2023 with RTO of 8 hours achieved.,high
QR-87903,POL-2020790,INS-10790,Q04,"Describe MFA coverage across users, systems, and privileged accounts.",MFA is enforced for 100% of users via FIDO2 keys or authenticator apps. Privileged access requires hardware tokens. SaaS applications are integrated via SSO with conditional access policies. Service accounts use certificate-based authentication.,high
QR-87904,POL-2020790,INS-10790,Q05,Describe your endpoint detection and response (EDR) deployment.,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-87905,POL-2020790,INS-10790,Q06,Describe your patch management process and timelines for critical patches.,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-87906,POL-2020790,INS-10790,Q07,Describe network segmentation between corporate and production environments.,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-87907,POL-2020790,INS-10790,Q08,Describe your security awareness training program.,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-87908,POL-2020790,INS-10790,Q09,Describe critical system recovery time objectives (RTO) and recovery point objectives (RPO).,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-87909,POL-2020790,INS-10790,Q10,Describe your business continuity plan for ransomware scenarios.,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-87910,POL-2020791,INS-10791,Q01,Describe your incident response plan and last test date.,We have an incident response plan document. The plan is reviewed annually. We have not conducted a formal tabletop exercise in the past 18 months.,low
QR-87911,POL-2020791,INS-10791,Q02,Describe your third-party vendor risk management program.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-87912,POL-2020791,INS-10791,Q03,Describe your data backup strategy and recovery testing cadence.,Daily backups are performed. Backup recovery is tested when needed. RTO targets are being developed.,low
QR-87913,POL-2020791,INS-10791,Q04,"Describe MFA coverage across users, systems, and privileged accounts.",MFA is deployed for administrators and remote access. Coverage for all users is in progress.,low
QR-87914,POL-2020791,INS-10791,Q05,Describe your endpoint detection and response (EDR) deployment.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-87915,POL-2020791,INS-10791,Q06,Describe your patch management process and timelines for critical patches.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-87916,POL-2020791,INS-10791,Q07,Describe network segmentation between corporate and production environments.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-87917,POL-2020791,INS-10791,Q08,Describe your security awareness training program.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-87918,POL-2020791,INS-10791,Q09,Describe critical system recovery time objectives (RTO) and recovery point objectives (RPO).,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-87919,POL-2020791,INS-10791,Q10,Describe your business continuity plan for ransomware scenarios.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-87920,POL-2020792,INS-10792,Q01,Describe your incident response plan and last test date.,"We maintain a formal incident response plan aligned with NIST SP 800-61. The plan was last tested via tabletop exercise on May 2019 with executive participation. We engage an external IR retainer with a 4-hour SLA. Playbooks exist for ransomware, BEC, and insider threat scenarios.",high
QR-87921,POL-2020792,INS-10792,Q02,Describe your third-party vendor risk management program.,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-87922,POL-2020792,INS-10792,Q03,Describe your data backup strategy and recovery testing cadence.,All production systems are backed up daily with immutable storage in a separate cloud account. Backups are encrypted with customer-managed keys. We test full restoration of tier-1 systems quarterly; last test completed March 2019 with RTO of 8 hours achieved.,high
QR-87923,POL-2020792,INS-10792,Q04,"Describe MFA coverage across users, systems, and privileged accounts.",MFA is enforced for 100% of users via FIDO2 keys or authenticator apps. Privileged access requires hardware tokens. SaaS applications are integrated via SSO with conditional access policies. Service accounts use certificate-based authentication.,high
QR-87924,POL-2020792,INS-10792,Q05,Describe your endpoint detection and response (EDR) deployment.,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-87925,POL-2020792,INS-10792,Q06,Describe your patch management process and timelines for critical patches.,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-87926,POL-2020792,INS-10792,Q07,Describe network segmentation between corporate and production environments.,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-87927,POL-2020792,INS-10792,Q08,Describe your security awareness training program.,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-87928,POL-2020792,INS-10792,Q09,Describe critical system recovery time objectives (RTO) and recovery point objectives (RPO).,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-87929,POL-2020792,INS-10792,Q10,Describe your business continuity plan for ransomware scenarios.,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-87930,POL-2020793,INS-10793,Q01,Describe your incident response plan and last test date.,We have an incident response plan that was last reviewed in August 2022. The plan covers major incident types. Tabletop exercises are conducted annually. We do not currently have an external IR retainer but have relationships with two firms.,medium
QR-87931,POL-2020793,INS-10793,Q02,Describe your third-party vendor risk management program.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-87932,POL-2020793,INS-10793,Q03,Describe your data backup strategy and recovery testing cadence.,Production systems are backed up nightly. Backups are stored in a separate region. We perform restoration testing approximately twice per year on select systems. Documented RTO targets exist for most tier-1 applications.,medium
QR-87933,POL-2020793,INS-10793,Q04,"Describe MFA coverage across users, systems, and privileged accounts.",MFA is deployed for approximately 85% of users. Administrative accounts require MFA. Some legacy applications do not yet support MFA and are being remediated as part of our 2024 roadmap.,medium
QR-87934,POL-2020793,INS-10793,Q05,Describe your endpoint detection and response (EDR) deployment.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-87935,POL-2020793,INS-10793,Q06,Describe your patch management process and timelines for critical patches.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-87936,POL-2020793,INS-10793,Q07,Describe network segmentation between corporate and production environments.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-87937,POL-2020793,INS-10793,Q08,Describe your security awareness training program.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-87938,POL-2020793,INS-10793,Q09,Describe critical system recovery time objectives (RTO) and recovery point objectives (RPO).,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-87939,POL-2020793,INS-10793,Q10,Describe your business continuity plan for ransomware scenarios.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-87940,POL-2020794,INS-10794,Q01,Describe your incident response plan and last test date.,We have an incident response plan that was last reviewed in September 2020. The plan covers major incident types. Tabletop exercises are conducted annually. We do not currently have an external IR retainer but have relationships with two firms.,medium
QR-87941,POL-2020794,INS-10794,Q02,Describe your third-party vendor risk management program.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-87942,POL-2020794,INS-10794,Q03,Describe your data backup strategy and recovery testing cadence.,Production systems are backed up nightly. Backups are stored in a separate region. We perform restoration testing approximately twice per year on select systems. Documented RTO targets exist for most tier-1 applications.,medium
QR-87943,POL-2020794,INS-10794,Q04,"Describe MFA coverage across users, systems, and privileged accounts.",MFA is deployed for approximately 85% of users. Administrative accounts require MFA. Some legacy applications do not yet support MFA and are being remediated as part of our 2024 roadmap.,medium
QR-87944,POL-2020794,INS-10794,Q05,Describe your endpoint detection and response (EDR) deployment.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-87945,POL-2020794,INS-10794,Q06,Describe your patch management process and timelines for critical patches.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-87946,POL-2020794,INS-10794,Q07,Describe network segmentation between corporate and production environments.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-87947,POL-2020794,INS-10794,Q08,Describe your security awareness training program.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-87948,POL-2020794,INS-10794,Q09,Describe critical system recovery time objectives (RTO) and recovery point objectives (RPO).,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-87949,POL-2020794,INS-10794,Q10,Describe your business continuity plan for ransomware scenarios.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-87950,POL-2020795,INS-10795,Q01,Describe your incident response plan and last test date.,We have an incident response plan that was last reviewed in January 2023. The plan covers major incident types. Tabletop exercises are conducted annually. We do not currently have an external IR retainer but have relationships with two firms.,medium
QR-87951,POL-2020795,INS-10795,Q02,Describe your third-party vendor risk management program.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-87952,POL-2020795,INS-10795,Q03,Describe your data backup strategy and recovery testing cadence.,Production systems are backed up nightly. Backups are stored in a separate region. We perform restoration testing approximately twice per year on select systems. Documented RTO targets exist for most tier-1 applications.,medium
QR-87953,POL-2020795,INS-10795,Q04,"Describe MFA coverage across users, systems, and privileged accounts.",MFA is deployed for approximately 85% of users. Administrative accounts require MFA. Some legacy applications do not yet support MFA and are being remediated as part of our 2024 roadmap.,medium
QR-87954,POL-2020795,INS-10795,Q05,Describe your endpoint detection and response (EDR) deployment.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-87955,POL-2020795,INS-10795,Q06,Describe your patch management process and timelines for critical patches.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-87956,POL-2020795,INS-10795,Q07,Describe network segmentation between corporate and production environments.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-87957,POL-2020795,INS-10795,Q08,Describe your security awareness training program.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-87958,POL-2020795,INS-10795,Q09,Describe critical system recovery time objectives (RTO) and recovery point objectives (RPO).,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-87959,POL-2020795,INS-10795,Q10,Describe your business continuity plan for ransomware scenarios.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-87960,POL-2020796,INS-10796,Q01,Describe your incident response plan and last test date.,We have an incident response plan that was last reviewed in November 2022. The plan covers major incident types. Tabletop exercises are conducted annually. We do not currently have an external IR retainer but have relationships with two firms.,medium
QR-87961,POL-2020796,INS-10796,Q02,Describe your third-party vendor risk management program.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-87962,POL-2020796,INS-10796,Q03,Describe your data backup strategy and recovery testing cadence.,Production systems are backed up nightly. Backups are stored in a separate region. We perform restoration testing approximately twice per year on select systems. Documented RTO targets exist for most tier-1 applications.,medium
QR-87963,POL-2020796,INS-10796,Q04,"Describe MFA coverage across users, systems, and privileged accounts.",MFA is deployed for approximately 85% of users. Administrative accounts require MFA. Some legacy applications do not yet support MFA and are being remediated as part of our 2024 roadmap.,medium
QR-87964,POL-2020796,INS-10796,Q05,Describe your endpoint detection and response (EDR) deployment.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-87965,POL-2020796,INS-10796,Q06,Describe your patch management process and timelines for critical patches.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-87966,POL-2020796,INS-10796,Q07,Describe network segmentation between corporate and production environments.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-87967,POL-2020796,INS-10796,Q08,Describe your security awareness training program.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-87968,POL-2020796,INS-10796,Q09,Describe critical system recovery time objectives (RTO) and recovery point objectives (RPO).,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-87969,POL-2020796,INS-10796,Q10,Describe your business continuity plan for ransomware scenarios.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-87970,POL-2020797,INS-10797,Q01,Describe your incident response plan and last test date.,We have an incident response plan document. The plan is reviewed annually. We have not conducted a formal tabletop exercise in the past 18 months.,low
QR-87971,POL-2020797,INS-10797,Q02,Describe your third-party vendor risk management program.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-87972,POL-2020797,INS-10797,Q03,Describe your data backup strategy and recovery testing cadence.,Daily backups are performed. Backup recovery is tested when needed. RTO targets are being developed.,low
QR-87973,POL-2020797,INS-10797,Q04,"Describe MFA coverage across users, systems, and privileged accounts.",MFA is deployed for administrators and remote access. Coverage for all users is in progress.,low
QR-87974,POL-2020797,INS-10797,Q05,Describe your endpoint detection and response (EDR) deployment.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-87975,POL-2020797,INS-10797,Q06,Describe your patch management process and timelines for critical patches.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-87976,POL-2020797,INS-10797,Q07,Describe network segmentation between corporate and production environments.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-87977,POL-2020797,INS-10797,Q08,Describe your security awareness training program.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-87978,POL-2020797,INS-10797,Q09,Describe critical system recovery time objectives (RTO) and recovery point objectives (RPO).,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-87979,POL-2020797,INS-10797,Q10,Describe your business continuity plan for ransomware scenarios.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-87980,POL-2020798,INS-10798,Q01,Describe your incident response plan and last test date.,We have an incident response plan that was last reviewed in August 2021. The plan covers major incident types. Tabletop exercises are conducted annually. We do not currently have an external IR retainer but have relationships with two firms.,medium
QR-87981,POL-2020798,INS-10798,Q02,Describe your third-party vendor risk management program.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-87982,POL-2020798,INS-10798,Q03,Describe your data backup strategy and recovery testing cadence.,Production systems are backed up nightly. Backups are stored in a separate region. We perform restoration testing approximately twice per year on select systems. Documented RTO targets exist for most tier-1 applications.,medium
QR-87983,POL-2020798,INS-10798,Q04,"Describe MFA coverage across users, systems, and privileged accounts.",MFA is deployed for approximately 85% of users. Administrative accounts require MFA. Some legacy applications do not yet support MFA and are being remediated as part of our 2024 roadmap.,medium
QR-87984,POL-2020798,INS-10798,Q05,Describe your endpoint detection and response (EDR) deployment.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-87985,POL-2020798,INS-10798,Q06,Describe your patch management process and timelines for critical patches.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-87986,POL-2020798,INS-10798,Q07,Describe network segmentation between corporate and production environments.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-87987,POL-2020798,INS-10798,Q08,Describe your security awareness training program.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-87988,POL-2020798,INS-10798,Q09,Describe critical system recovery time objectives (RTO) and recovery point objectives (RPO).,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-87989,POL-2020798,INS-10798,Q10,Describe your business continuity plan for ransomware scenarios.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-87990,POL-2020799,INS-10799,Q01,Describe your incident response plan and last test date.,We have an incident response plan that was last reviewed in April 2023. The plan covers major incident types. Tabletop exercises are conducted annually. We do not currently have an external IR retainer but have relationships with two firms.,medium
QR-87991,POL-2020799,INS-10799,Q02,Describe your third-party vendor risk management program.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-87992,POL-2020799,INS-10799,Q03,Describe your data backup strategy and recovery testing cadence.,Production systems are backed up nightly. Backups are stored in a separate region. We perform restoration testing approximately twice per year on select systems. Documented RTO targets exist for most tier-1 applications.,medium
QR-87993,POL-2020799,INS-10799,Q04,"Describe MFA coverage across users, systems, and privileged accounts.",MFA is deployed for approximately 85% of users. Administrative accounts require MFA. Some legacy applications do not yet support MFA and are being remediated as part of our 2024 roadmap.,medium
QR-87994,POL-2020799,INS-10799,Q05,Describe your endpoint detection and response (EDR) deployment.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-87995,POL-2020799,INS-10799,Q06,Describe your patch management process and timelines for critical patches.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-87996,POL-2020799,INS-10799,Q07,Describe network segmentation between corporate and production environments.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-87997,POL-2020799,INS-10799,Q08,Describe your security awareness training program.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-87998,POL-2020799,INS-10799,Q09,Describe critical system recovery time objectives (RTO) and recovery point objectives (RPO).,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-87999,POL-2020799,INS-10799,Q10,Describe your business continuity plan for ransomware scenarios.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-88000,POL-2020800,INS-10800,Q01,Describe your incident response plan and last test date.,We have an incident response plan document. The plan is reviewed annually. We have not conducted a formal tabletop exercise in the past 18 months.,low
QR-88001,POL-2020800,INS-10800,Q02,Describe your third-party vendor risk management program.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-88002,POL-2020800,INS-10800,Q03,Describe your data backup strategy and recovery testing cadence.,Daily backups are performed. Backup recovery is tested when needed. RTO targets are being developed.,low
QR-88003,POL-2020800,INS-10800,Q04,"Describe MFA coverage across users, systems, and privileged accounts.",MFA is deployed for administrators and remote access. Coverage for all users is in progress.,low
QR-88004,POL-2020800,INS-10800,Q05,Describe your endpoint detection and response (EDR) deployment.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-88005,POL-2020800,INS-10800,Q06,Describe your patch management process and timelines for critical patches.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-88006,POL-2020800,INS-10800,Q07,Describe network segmentation between corporate and production environments.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-88007,POL-2020800,INS-10800,Q08,Describe your security awareness training program.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-88008,POL-2020800,INS-10800,Q09,Describe critical system recovery time objectives (RTO) and recovery point objectives (RPO).,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-88009,POL-2020800,INS-10800,Q10,Describe your business continuity plan for ransomware scenarios.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-88010,POL-2020801,INS-10801,Q01,Describe your incident response plan and last test date.,We have an incident response plan document. The plan is reviewed annually. We have not conducted a formal tabletop exercise in the past 18 months.,low
QR-88011,POL-2020801,INS-10801,Q02,Describe your third-party vendor risk management program.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-88012,POL-2020801,INS-10801,Q03,Describe your data backup strategy and recovery testing cadence.,Daily backups are performed. Backup recovery is tested when needed. RTO targets are being developed.,low
QR-88013,POL-2020801,INS-10801,Q04,"Describe MFA coverage across users, systems, and privileged accounts.",MFA is deployed for administrators and remote access. Coverage for all users is in progress.,low
QR-88014,POL-2020801,INS-10801,Q05,Describe your endpoint detection and response (EDR) deployment.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-88015,POL-2020801,INS-10801,Q06,Describe your patch management process and timelines for critical patches.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-88016,POL-2020801,INS-10801,Q07,Describe network segmentation between corporate and production environments.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-88017,POL-2020801,INS-10801,Q08,Describe your security awareness training program.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-88018,POL-2020801,INS-10801,Q09,Describe critical system recovery time objectives (RTO) and recovery point objectives (RPO).,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-88019,POL-2020801,INS-10801,Q10,Describe your business continuity plan for ransomware scenarios.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
QR-88020,POL-2020802,INS-10802,Q01,Describe your incident response plan and last test date.,"We maintain a formal incident response plan aligned with NIST SP 800-61. The plan was last tested via tabletop exercise on June 2020 with executive participation. We engage an external IR retainer with a 4-hour SLA. Playbooks exist for ransomware, BEC, and insider threat scenarios.",high
QR-88021,POL-2020802,INS-10802,Q02,Describe your third-party vendor risk management program.,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-88022,POL-2020802,INS-10802,Q03,Describe your data backup strategy and recovery testing cadence.,All production systems are backed up daily with immutable storage in a separate cloud account. Backups are encrypted with customer-managed keys. We test full restoration of tier-1 systems quarterly; last test completed December 2019 with RTO of 8 hours achieved.,high
QR-88023,POL-2020802,INS-10802,Q04,"Describe MFA coverage across users, systems, and privileged accounts.",MFA is enforced for 100% of users via FIDO2 keys or authenticator apps. Privileged access requires hardware tokens. SaaS applications are integrated via SSO with conditional access policies. Service accounts use certificate-based authentication.,high
QR-88024,POL-2020802,INS-10802,Q05,Describe your endpoint detection and response (EDR) deployment.,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-88025,POL-2020802,INS-10802,Q06,Describe your patch management process and timelines for critical patches.,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-88026,POL-2020802,INS-10802,Q07,Describe network segmentation between corporate and production environments.,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-88027,POL-2020802,INS-10802,Q08,Describe your security awareness training program.,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-88028,POL-2020802,INS-10802,Q09,Describe critical system recovery time objectives (RTO) and recovery point objectives (RPO).,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-88029,POL-2020802,INS-10802,Q10,Describe your business continuity plan for ransomware scenarios.,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
